searched_name	name	eol_object_id	db
31341	Vernonia staehelinoides	Vernonia staehelinoides	NA	all
31342	Vernonia stenoclinoides	Vernonia stenoclinoides	NA	all
31343	Vernonia stibaliae	Vernonia stibaliae	NA	all
31344	Vernonia strigosa	Vernonia strigosa	NA	all
31345	Vernonia stuhlmannii	Vernonia stuhlmannii	NA	all
31346	Vernonia subacaulis	Vernonia subacaulis	NA	all
31347	Vernonia subaphylla	Vernonia subaphylla	NA	all
31348	Vernonia subarborea	Vernonia subarborea	NA	all
31349	Vernonia subdentata	Vernonia subdentata	NA	all
31350	Vernonia sublanata	Vernonia sublanata	NA	all
31351	Vernonia subobscura	Vernonia subobscura	NA	all
31352	Vernonia subpaludosa	Vernonia subpaludosa	NA	all
31353	Vernonia subplumosa	Vernonia subplumosa	NA	all
31354	Vernonia subsessilis	Vernonia subsessilis	NA	all
31355	Vernonia subsimplex	Vernonia subsimplex	NA	all
31356	Vernonia subtilis	Vernonia subtilis	NA	all
31357	Vernonia sumbavensis	Vernonia sumbavensis	NA	all
31358	Vernonia suprafastigiata	Vernonia suprafastigiata	NA	all
31359	Vernonia sylvicola	Vernonia sylvicola	NA	all
31360	Vernonia syringifolia	Vernonia syringifolia	NA	all
31361	Vernonia tanalensis	Vernonia tanalensis	NA	all
31362	Vernonia tanganyikensis	Vernonia tanganyikensis	NA	all
31363	Vernonia temnolepis	Vernonia temnolepis	NA	all
31364	Vernonia tengwallii	Vernonia tengwallii	NA	all
31365	Vernonia tenuis	Vernonia tenuis	NA	all
31366	Vernonia teres	Vernonia teres	NA	all
31367	Vernonia terniflora	Vernonia terniflora	NA	all
31368	Vernonia teucrioides	Vernonia teucrioides	NA	all
31369	Vernonia teusczii	Vernonia teusczii	NA	all
31370	Vernonia tewoldei	Vernonia tewoldei	NA	all
31371	Vernonia texana	Vernonia texana	NA	all
31372	Vernonia teysmanniana	Vernonia teysmanniana	NA	all
31373	Vernonia thodei	Vernonia thodei	NA	all
31374	Vernonia thomsonii	Vernonia thomsonii	NA	all
31375	Vernonia thorelii	Vernonia thorelii	NA	all
31376	Vernonia thulinii	Vernonia thulinii	NA	all
31377	Vernonia tigna	Vernonia tigna	NA	all
31378	Vernonia timorensis	Vernonia timorensis	NA	all
31379	Vernonia tinctosetosa	Vernonia tinctosetosa	NA	all
31380	Vernonia trachyphylla	Vernonia trachyphylla	NA	all
31381	Vernonia tragiifolia	Vernonia tragiifolia	NA	all
31382	Vernonia travancorica	Vernonia travancorica	NA	all
31383	Vernonia trichocalyx	Vernonia trichocalyx	NA	all
31384	Vernonia tricholoba	Vernonia tricholoba	NA	all
31385	Vernonia tropophila	Vernonia tropophila	NA	all
31386	Vernonia turbinata	Vernonia turbinata	NA	all
31387	Vernonia ulophylla	Vernonia ulophylla	NA	all
31388	Vernonia uncinata	Vernonia uncinata	NA	all
31389	Vernonia undulata	Vernonia undulata	NA	all
31390	Vernonia unicata	Vernonia unicata	NA	all
31391	Vernonia unionis	Vernonia unionis	NA	all
31392	Vernonia upembaensis	Vernonia upembaensis	NA	all
31393	Vernonia urbaniana	Vernonia urbaniana	NA	all
31394	Vernonia urdanetensis	Vernonia urdanetensis	NA	all
31395	Vernonia usambarensis	Vernonia usambarensis	NA	all
31396	Vernonia vaginata	Vernonia vaginata	NA	all
31397	Vernonia vallicola	Vernonia vallicola	NA	all
31398	Vernonia verbascoides	Vernonia verbascoides	NA	all
31399	Vernonia verdickii	Vernonia verdickii	NA	all
31400	Vernonia verrucata	Vernonia verrucata	NA	all
31401	Vernonia verrucosa	Vernonia verrucosa	NA	all
31402	Vernonia vialis	Vernonia vialis	NA	all
31403	Vernonia vidalii	Vernonia vidalii	NA	all
31404	Vernonia vilersii	Vernonia vilersii	NA	all
31405	Vernonia villaregalis	Vernonia villaregalis	NA	all
31406	Vernonia villosa	Vernonia villosa	NA	all
31407	Vernonia viminea	Vernonia viminea	NA	all
31408	Vernonia violacea	Vernonia violacea	NA	all
31409	Vernonia violaceo-papposa	Vernonia violaceo-papposa	NA	all
31410	Vernonia vohemarensis	Vernonia vohemarensis	NA	all
31411	Vernonia volkameriifolia	Vernonia volkameriifolia	NA	all
31412	Vernonia vollesenii	Vernonia vollesenii	NA	all
31413	Vernonia voluta	Vernonia voluta	NA	all
31414	Vernonia vulturina	Vernonia vulturina	NA	all
31415	Vernonia wakefieldii	Vernonia wakefieldii	NA	all
31416	Vernonia wallichii	Vernonia wallichii	NA	all
31417	Vernonia walshae	Vernonia walshae	NA	all
31418	Vernonia welwitschii	Vernonia welwitschii	NA	all
31419	Vernonia wendtiana	Vernonia wendtiana	NA	all
31420	Vernonia wetarensis	Vernonia wetarensis	NA	all
31421	Vernonia wightiana	Vernonia wightiana	NA	all
31422	Vernonia wildii	Vernonia wildii	NA	all
31423	Vernonia yabelloana	Vernonia yabelloana	NA	all
31424	Vernonia yatesii	Vernonia yatesii	NA	all
31425	Vernonia zambiana	Vernonia zambiana	NA	all
31426	Vernonia zanzibarensis	Vernonia zanzibarensis	NA	all
31427	Vernonia zeylanica	Vernonia zeylanica	NA	all
31428	Vernonia zollingeriana	Vernonia zollingeriana	NA	all
31429	Vernonia zollingerianoides	Vernonia zollingerianoides	NA	all
31430	Vernoniastrum aemulans	Vernoniastrum aemulans	NA	all
31431	Vernoniastrum ambiguum	Vernoniastrum ambiguum	NA	all
31432	Vernoniastrum latifolium	Vernoniastrum latifolium	NA	all
31433	Vernoniastrum musofense	Vernoniastrum musofense	NA	all
31434	Vernoniastrum nestor	Vernoniastrum nestor	NA	all
31435	Vernoniastrum ugandense	Vernoniastrum ugandense	NA	all
31436	Vernoniastrum uncinatum	Vernoniastrum uncinatum	NA	all
31437	Vernoniastrum viatorum	Vernoniastrum viatorum	NA	all
31438	Vernoniopsis caudata	Vernoniopsis caudata	NA	all
31439	Vieraea laevigata	Vieraea laevigata	NA	all
31440	Viereckia tamaulipasensis	Viereckia tamaulipasensis	NA	all
31441	Vigethia mexicana	Vigethia mexicana	NA	all
31442	Viguiera acuminata	Viguiera acuminata	NA	all
31443	Viguiera adenophylla	Viguiera adenophylla	NA	all
31444	Viguiera anchusaefolia	Viguiera anchusaefolia	NA	all
31445	Viguiera argyrophylla	Viguiera argyrophylla	NA	all
31446	Viguiera aspiliodies	Viguiera aspiliodies	NA	all
31447	Viguiera ayutlana	Viguiera ayutlana	NA	all
31448	Viguiera benzorium	Viguiera benzorium	NA	all
31449	Viguiera bombycina	Viguiera bombycina	NA	all
31450	Viguiera brandegeei	Viguiera brandegeei	NA	all
31451	Viguiera buddleiiformis	Viguiera buddleiiformis	NA	all
31452	Viguiera cordata	Viguiera cordata	NA	all
31453	Viguiera corumbensis	Viguiera corumbensis	NA	all
31454	Viguiera davilae	Viguiera davilae	NA	all
31455	Viguiera decurrens	Viguiera decurrens	NA	all
31456	Viguiera deltoidea	Viguiera deltoidea	NA	all
31457	Viguiera dentata	Viguiera dentata	NA	all
31458	Viguiera drymonia	Viguiera drymonia	NA	all
31459	Viguiera emaciata	Viguiera emaciata	NA	all
31460	Viguiera ensifolia	Viguiera ensifolia	NA	all
31461	Viguiera eriophora	Viguiera eriophora	NA	all
31462	Viguiera excelsa	Viguiera excelsa	NA	all
31463	Viguiera fabrisii	Viguiera fabrisii	NA	all
31464	Viguiera flava	Viguiera flava	NA	all
31465	Viguiera fusiformis	Viguiera fusiformis	NA	all
31466	Viguiera gardneri	Viguiera gardneri	NA	all
31467	Viguiera gentryi	Viguiera gentryi	NA	all
31468	Viguiera gilliesii	Viguiera gilliesii	NA	all
31469	Viguiera goebellii	Viguiera goebellii	NA	all
31470	Viguiera grahamii	Viguiera grahamii	NA	all
31471	Viguiera grammatoglossa	Viguiera grammatoglossa	NA	all
31472	Viguiera guaranitica	Viguiera guaranitica	NA	all
31473	Viguiera guerrerana	Viguiera guerrerana	NA	all
31474	Viguiera hemsleyana	Viguiera hemsleyana	NA	all
31475	Viguiera hidalgoana	Viguiera hidalgoana	NA	all
31476	Viguiera hispida	Viguiera hispida	NA	all
31477	Viguiera huajicoria	Viguiera huajicoria	NA	all
31478	Viguiera hypargyrea	Viguiera hypargyrea	NA	all
31479	Viguiera hypochlora	Viguiera hypochlora	NA	all
31480	Viguiera iltisii	Viguiera iltisii	NA	all
31481	Viguiera incana	Viguiera incana	NA	all
31482	Viguiera insignis	Viguiera insignis	NA	all
31483	Viguiera kunthiana	Viguiera kunthiana	NA	all
31484	Viguiera lanata	Viguiera lanata	NA	all
31485	Viguiera lanceolata	Viguiera lanceolata	NA	all
31486	Viguiera latibracteata	Viguiera latibracteata	NA	all
31487	Viguiera leptodonta	Viguiera leptodonta	NA	all
31488	Viguiera linearifolia	Viguiera linearifolia	NA	all
31489	Viguiera linearis	Viguiera linearis	NA	all
31490	Viguiera maculata	Viguiera maculata	NA	all
31491	Viguiera megapotamica	Viguiera megapotamica	NA	all
31492	Viguiera michoacana	Viguiera michoacana	NA	all
31493	Viguiera microcephala	Viguiera microcephala	NA	all
31494	Viguiera mima	Viguiera mima	NA	all
31495	Viguiera mirandae	Viguiera mirandae	NA	all
31496	Viguiera misionensis	Viguiera misionensis	NA	all
31497	Viguiera molinae	Viguiera molinae	NA	all
31498	Viguiera mollis	Viguiera mollis	NA	all
31499	Viguiera montana	Viguiera montana	NA	all
31500	Viguiera mucronata	Viguiera mucronata	NA	all
31501	Viguiera neocronquistii	Viguiera neocronquistii	NA	all
31502	Viguiera nesomii	Viguiera nesomii	NA	all
31503	Viguiera nudicaulis	Viguiera nudicaulis	NA	all
31504	Viguiera oaxacana	Viguiera oaxacana	NA	all
31505	Viguiera obscura	Viguiera obscura	NA	all
31506	Viguiera oligantha	Viguiera oligantha	NA	all
31507	Viguiera orientalis	Viguiera orientalis	NA	all
31508	Viguiera ovata	Viguiera ovata	NA	all
31509	Viguiera pachycephala	Viguiera pachycephala	NA	all
31510	Viguiera palmeri	Viguiera palmeri	NA	all
31511	Viguiera paranensis	Viguiera paranensis	NA	all
31512	Viguiera parkinsonii	Viguiera parkinsonii	NA	all
31513	Viguiera pazensis	Viguiera pazensis	NA	all
31514	Viguiera peruviana	Viguiera peruviana	NA	all
31515	Viguiera phenax	Viguiera phenax	NA	all
31516	Viguiera pilicaulis	Viguiera pilicaulis	NA	all
31517	Viguiera pilosa	Viguiera pilosa	NA	all
31518	Viguiera pinnatilobata	Viguiera pinnatilobata	NA	all
31519	Viguiera potosina	Viguiera potosina	NA	all
31520	Viguiera procumbens	Viguiera procumbens	NA	all
31521	Viguiera purisimae	Viguiera purisimae	NA	all
31522	Viguiera purpusii	Viguiera purpusii	NA	all
31523	Viguiera puruana	Viguiera puruana	NA	all
31524	Viguiera pusilla	Viguiera pusilla	NA	all
31525	Viguiera quinqueradiata	Viguiera quinqueradiata	NA	all
31526	Viguiera quitensis	Viguiera quitensis	NA	all
31527	Viguiera retroflexa	Viguiera retroflexa	NA	all
31528	Viguiera revoluta	Viguiera revoluta	NA	all
31529	Viguiera reyrobinsonii	Viguiera reyrobinsonii	NA	all
31530	Viguiera rhombifolia	Viguiera rhombifolia	NA	all
31531	Viguiera robusta	Viguiera robusta	NA	all
31532	Viguiera rojasii	Viguiera rojasii	NA	all
31533	Viguiera rosei	Viguiera rosei	NA	all
31534	Viguiera rudbeckioides	Viguiera rudbeckioides	NA	all
31535	Viguiera santacatarinense	Viguiera santacatarinense	NA	all
31536	Viguiera schultzii	Viguiera schultzii	NA	all
31537	Viguiera seemannii	Viguiera seemannii	NA	all
31538	Viguiera serrata	Viguiera serrata	NA	all
31539	Viguiera sessilifolia	Viguiera sessilifolia	NA	all
31540	Viguiera sharpii	Viguiera sharpii	NA	all
31541	Viguiera similis	Viguiera similis	NA	all
31542	Viguiera simulans	Viguiera simulans	NA	all
31543	Viguiera sodiroi	Viguiera sodiroi	NA	all
31544	Viguiera sonorae	Viguiera sonorae	NA	all
31545	Viguiera sphaerocephala	Viguiera sphaerocephala	NA	all
31546	Viguiera splendens	Viguiera splendens	NA	all
31547	Viguiera spooneri	Viguiera spooneri	NA	all
31548	Viguiera squarrosa	Viguiera squarrosa	NA	all
31549	Viguiera stenoloba	Viguiera stenoloba	NA	all
31550	Viguiera strigosa	Viguiera strigosa	NA	all
31551	Viguiera sultepecana	Viguiera sultepecana	NA	all
31552	Viguiera superaxillaris	Viguiera superaxillaris	NA	all
31553	Viguiera tepoxtlensis	Viguiera tepoxtlensis	NA	all
31554	Viguiera torresii	Viguiera torresii	NA	all
31555	Viguiera trachyphylla	Viguiera trachyphylla	NA	all
31556	Viguiera trichophylla	Viguiera trichophylla	NA	all
31557	Viguiera tripartita	Viguiera tripartita	NA	all
31558	Viguiera truxillensis	Viguiera truxillensis	NA	all
31559	Viguiera tucumanensis	Viguiera tucumanensis	NA	all
31560	Villanova achilleoides	Villanova achilleoides	NA	all
31561	Villanova oppositifolia	Villanova oppositifolia	NA	all
31562	Villanova robusta	Villanova robusta	NA	all
31563	Villanova titicacensis	Villanova titicacensis	NA	all
31564	Villasenoria orcuttii	Villasenoria orcuttii	NA	all
31565	Vinicia tomentosa	Vinicia tomentosa	NA	all
31566	Vittadinia alinae	Vittadinia alinae	NA	all
31567	Vittadinia arida	Vittadinia arida	NA	all
31568	Vittadinia australasica	Vittadinia australasica	NA	all
31569	Vittadinia australasicus	Vittadinia australasicus	NA	all
31570	Vittadinia australis	Vittadinia australis	NA	all
31571	Vittadinia blackii	Vittadinia blackii	NA	all
31572	Vittadinia brachycomoides	Vittadinia brachycomoides	NA	all
31573	Vittadinia burbidgeae	Vittadinia burbidgeae	NA	all
31574	Vittadinia cervicularis	Vittadinia cervicularis	NA	all
31575	Vittadinia chamissonis	Vittadinia chamissonis	NA	all
31576	Vittadinia condyloides	Vittadinia condyloides	NA	all
31577	Vittadinia constricta	Vittadinia constricta	NA	all
31578	Vittadinia cuneata	Vittadinia cuneata	NA	all
31579	Vittadinia decora	Vittadinia decora	NA	all
31580	Vittadinia dissecta	Vittadinia dissecta	NA	all
31581	Vittadinia eremaea	Vittadinia eremaea	NA	all
31582	Vittadinia gracilis	Vittadinia gracilis	NA	all
31583	Vittadinia hispidula	Vittadinia hispidula	NA	all
31584	Vittadinia humerata	Vittadinia humerata	NA	all
31585	Vittadinia macra	Vittadinia macra	NA	all
31586	Vittadinia megacephala	Vittadinia megacephala	NA	all
31587	Vittadinia muelleri	Vittadinia muelleri	NA	all
31588	Vittadinia nullarborensis	Vittadinia nullarborensis	NA	all
31589	Vittadinia obovata	Vittadinia obovata	NA	all
31590	Vittadinia pterochaeta	Vittadinia pterochaeta	NA	all
31591	Vittadinia pustulata	Vittadinia pustulata	NA	all
31592	Vittadinia remyi	Vittadinia remyi	NA	all
31593	Vittadinia scabra	Vittadinia scabra	NA	all
31594	Vittadinia spechtii	Vittadinia spechtii	NA	all
31595	Vittadinia sulcata	Vittadinia sulcata	NA	all
31596	Vittadinia tenuissima	Vittadinia tenuissima	NA	all
31597	Vittadinia triloba	Vittadinia triloba	NA	all
31598	Vittadinia virgata	Vittadinia virgata	NA	all
31599	Vittetia bishopii	Vittetia bishopii	NA	all
31600	Vittetia orbiculata	Vittetia orbiculata	NA	all
31601	Volutarella albicaulis	Volutarella albicaulis	NA	all
31602	Volutarella bicolor	Volutarella bicolor	NA	all
31603	Volutarella divaricata	Volutarella divaricata	NA	all
31604	Volutarella erucifolia	Volutarella erucifolia	NA	all
31605	Volutarella leucantha	Volutarella leucantha	NA	all
31606	Volutarella pubigera	Volutarella pubigera	NA	all
31607	Volutaria abyssinica	Volutaria abyssinica	NA	all
31608	Volutaria belouini	Volutaria belouini	NA	all
31609	Volutaria bicolor	Volutaria bicolor	NA	all
31610	Volutaria bollei	Volutaria bollei	NA	all
31611	Volutaria boranensis	Volutaria boranensis	NA	all
31612	Volutaria canariensis	Volutaria canariensis	NA	all
31613	Volutaria crupinoides	Volutaria crupinoides	NA	all
31614	Volutaria dhofarica	Volutaria dhofarica	NA	all
31615	Volutaria djiboutensis	Volutaria djiboutensis	NA	all
31616	Volutaria lippii	Volutaria lippii	NA	all
31617	Volutaria maroccana	Volutaria maroccana	NA	all
31618	Volutaria muricata	Volutaria muricata	NA	all
31619	Volutaria saharae	Volutaria saharae	NA	all
31620	Volutaria sinaica	Volutaria sinaica	NA	all
31621	Volutaria tubiflora	Volutaria tubiflora	NA	all
31622	Volutaria tubuliflora	Volutaria tubuliflora	NA	all
31623	Waitzia acuminata	Waitzia acuminata	NA	all
31624	Waitzia corymbosa	Waitzia corymbosa	NA	all
31625	Waitzia nitida	Waitzia nitida	NA	all
31626	Waitzia podolepis	Waitzia podolepis	NA	all
31627	Waitzia suaveolens	Waitzia suaveolens	NA	all
31628	Waldheimia glabra	Waldheimia glabra	NA	all
31629	Waldheimia huegelii	Waldheimia huegelii	NA	all
31630	Waldheimia lasiocarpa	Waldheimia lasiocarpa	NA	all
31631	Waldheimia nivea	Waldheimia nivea	NA	all
31632	Waldheimia stoliczkae	Waldheimia stoliczkae	NA	all
31633	Waldheimia tomentosa	Waldheimia tomentosa	NA	all
31634	Waldheimia transalaica	Waldheimia transalaica	NA	all
31635	Waldheimia tridactylites	Waldheimia tridactylites	NA	all
31636	Waldheimia vestita	Waldheimia vestita	NA	all
31637	Wamalchitamia appressipila	Wamalchitamia appressipila	NA	all
31638	Wamalchitamia aurantiaca	Wamalchitamia aurantiaca	NA	all
31639	Wamalchitamia dionysi	Wamalchitamia dionysi	NA	all
31640	Wamalchitamia strigosa	Wamalchitamia strigosa	NA	all
31641	Wamalchitamia williamsii	Wamalchitamia williamsii	NA	all
31642	Wardaster lanuginosus	Wardaster lanuginosus	NA	all
31643	Warionia saharae	Warionia saharae	NA	all
31644	Wedelia acapulcensis	Wedelia acapulcensis	NA	all
31645	Wedelia acerba	Wedelia acerba	NA	all
31646	Wedelia aggregata	Wedelia aggregata	NA	all
31647	Wedelia alagoensis	Wedelia alagoensis	NA	all
31648	Wedelia almedae	Wedelia almedae	NA	all
31649	Wedelia ambigens	Wedelia ambigens	NA	all
31650	Wedelia asperrima	Wedelia asperrima	NA	all
31651	Wedelia avilensis	Wedelia avilensis	NA	all
31652	Wedelia ayerscottiana	Wedelia ayerscottiana	NA	all
31653	Wedelia bahamensis	Wedelia bahamensis	NA	all
31654	Wedelia bahiensis	Wedelia bahiensis	NA	all
31655	Wedelia baorucana	Wedelia baorucana	NA	all
31656	Wedelia bishopii	Wedelia bishopii	NA	all
31657	Wedelia buphthalmoides	Wedelia buphthalmoides	NA	all
31658	Wedelia caribaea	Wedelia caribaea	NA	all
31659	Wedelia chihuahuana	Wedelia chihuahuana	NA	all
31660	Wedelia chinensis	Wedelia chinensis	NA	all
31661	Wedelia cordiformis	Wedelia cordiformis	NA	all
31662	Wedelia cronquistii	Wedelia cronquistii	NA	all
31663	Wedelia cunninghamii	Wedelia cunninghamii	NA	all
31664	Wedelia ehrenbergii	Wedelia ehrenbergii	NA	all
31665	Wedelia elongata	Wedelia elongata	NA	all
31666	Wedelia elottiana	Wedelia elottiana	NA	all
31667	Wedelia fertilis	Wedelia fertilis	NA	all
31668	Wedelia filipes	Wedelia filipes	NA	all
31669	Wedelia forsteriana	Wedelia forsteriana	NA	all
31670	Wedelia fruticosa	Wedelia fruticosa	NA	all
31671	Wedelia gentryi	Wedelia gentryi	NA	all
31672	Wedelia glauca	Wedelia glauca (Ortega) Hoffm. ex Hicken	5117213	all
31673	Wedelia gonzaleziarum	Wedelia gonzaleziarum	NA	all
31674	Wedelia goyazensis	Wedelia goyazensis	NA	all
31675	Wedelia grandiflora	Wedelia grandiflora	NA	all
31676	Wedelia grayi	Wedelia grayi	NA	all
31677	Wedelia greenmanii	Wedelia greenmanii	NA	all
31678	Wedelia hatschbachii	Wedelia hatschbachii	NA	all
31679	Wedelia helianthoides	Wedelia helianthoides	NA	all
31680	Wedelia heringeri	Wedelia heringeri	NA	all
31681	Wedelia heterophylla	Wedelia heterophylla	NA	all
31682	Wedelia hintoniorum	Wedelia hintoniorum	NA	all
31683	Wedelia hispida	Wedelia hispida	NA	all
31684	Wedelia hispidula	Wedelia hispidula	NA	all
31685	Wedelia holwayi	Wedelia holwayi	NA	all
31686	Wedelia hookeriana	Wedelia hookeriana	NA	all
31687	Wedelia iners	Wedelia iners	NA	all
31688	Wedelia isolepis	Wedelia isolepis	NA	all
31689	Wedelia juxtlahuacana	Wedelia juxtlahuacana	NA	all
31690	Wedelia keilii	Wedelia keilii	NA	all
31691	Wedelia kerrii	Wedelia kerrii	NA	all
31692	Wedelia kirkbridei	Wedelia kirkbridei	NA	all
31693	Wedelia lanceolata	Wedelia lanceolata	NA	all
31694	Wedelia latifolia	Wedelia latifolia	NA	all
31695	Wedelia ligulifolia	Wedelia ligulifolia	NA	all
31696	Wedelia longifolia	Wedelia longifolia	NA	all
31697	Wedelia longipes	Wedelia longipes	NA	all
31698	Wedelia loxensis	Wedelia loxensis	NA	all
31699	Wedelia lundii	Wedelia lundii	NA	all
31700	Wedelia macedoi	Wedelia macedoi	NA	all
31701	Wedelia macrodonta	Wedelia macrodonta	NA	all
31702	Wedelia mexicana	Wedelia mexicana	NA	all
31703	Wedelia modesta	Wedelia modesta	NA	all
31704	Wedelia montana	Wedelia montana	NA	all
31705	Wedelia oligocephala	Wedelia oligocephala	NA	all
31706	Wedelia pallida	Wedelia pallida	NA	all
31707	Wedelia parviflora	Wedelia parviflora	NA	all
31708	Wedelia pedunculosa	Wedelia pedunculosa	NA	all
31709	Wedelia penninervia	Wedelia penninervia	NA	all
31710	Wedelia pertenuis	Wedelia pertenuis	NA	all
31711	Wedelia pilosa	Wedelia pilosa	NA	all
31712	Wedelia pimana	Wedelia pimana	NA	all
31713	Wedelia prostrata	Wedelia prostrata	NA	all
31714	Wedelia puberula	Wedelia puberula	NA	all
31715	Wedelia purpurea	Wedelia purpurea	NA	all
31716	Wedelia regis	Wedelia regis	NA	all
31717	Wedelia reticulata	Wedelia reticulata	NA	all
31718	Wedelia rhombifolia	Wedelia rhombifolia	NA	all
31719	Wedelia rosei	Wedelia rosei	NA	all
31720	Wedelia rudis	Wedelia rudis	NA	all
31721	Wedelia rugosa	Wedelia rugosa	NA	all
31722	Wedelia saltensis	Wedelia saltensis	NA	all
31723	Wedelia scabra	Wedelia scabra	NA	all
31724	Wedelia scandens	Wedelia scandens	NA	all
31725	Wedelia serrata	Wedelia serrata	NA	all
